latitude,longitude,name,desc,color,source,precision
38.9320848,-77.0283517,"3418 11th St NW, Washington, DC","3418 11th St NW, Washington, DC 20010",,Bing Maps,address
38.9160347,-77.0242844,"1914 9th Street NW, Washington, DC","1914 9th St NW, Washington, DC 20001",,Bing Maps,address
38.8986893,-77.0404587,"1730 Pennsylvania Avenue, NW, Washington, DC","1730 Pennsylvania Ave NW, Washington, DC 20006",,Bing Maps,address
38.914341,-77.0466003,"2031 Florida Ave. NW, Washington, DC","2031 Florida Ave NW, Washington, DC 20009",,Bing Maps,address
38.914855,-77.0218621,"1839 7th St NW, WASHINGTON, DC","1839 7th St NW, Washington, DC 20001",,Bing Maps,address
38.8801117,-76.9841156,"1432 Pennsylvania Ave, SE, Washington , DC","1432 Pennsylvania Ave SE, Washington, DC 20003",,Bing Maps,address
38.8999557,-76.9847336,"1421 H st ne, Washington , DC","1421 H St NE, Washington, DC 20002",,Bing Maps,address
38.9004555,-76.9910278,"1110 H st ne, Washington , DC","1110 H St NE, Washington, DC 20002",,Bing Maps,address
38.9016609,-77.0324097,"1401 t street nw , Washington D.C., DC","1401 I St NW, Washington, DC 20005",,Bing Maps,address
38.9003395,-77.043987,"1924 Pennsylvania Ave, Washington DC, DC","1924 Pennsylvania Ave NW, Washington, DC 20006",,Bing Maps,address
38.9016914,-77.0600586,"3000 K Street NW, Washington, District of Columbia, DC","3000 K St NW, Washington, DC 20007",,Bing Maps,address
38.900825,-77.0220861,"700 F street NW, Washington, DC","700 I St NW, Washington, DC 20001",,Bing Maps,address
38.9164609,-77.0320076,"1926 14th street NW, Washington, DC","1926 14th St NW, Washington, DC 20009",,Bing Maps,address
38.9173965,-77.0413055,"2007 18th St NW, Washington, DC","2007 18th St NW, Washington, DC 20009",,Bing Maps,address
38.9182625,-77.0323563,"2100 14 Street NW, Washington , DC","2100 14th St NW, Washington, DC 20009",,Bing Maps,address
38.9016914,-77.0600586,"3000 K St. NW , Washington , DC","3000 K St NW, Washington, DC 20007",,Bing Maps,address
38.9003395,-77.043987,"1924 Pennsylvania Ave NW, Washington , DC","1924 Pennsylvania Ave NW, Washington, DC 20006",,Bing Maps,address
38.9167595,-77.0273972,"1940 11th street NW, Washington, D.C. , DC","1940 11th St NW, Washington, DC 20001",,Bing Maps,address
26.3508053,-80.0839844,"171 E Palmetto Park Rd, Boca Raton, FL","171 E Palmetto Park Rd, Boca Raton, FL 33432",,Bing Maps,address
26.3551055,-80.0855041,"431 Plaza Real , Boca Raton, FL","431 Plaza Real, Boca Raton, FL 33432",,Bing Maps,address
26.3551491,-80.0855047,"435 Plaza Real, Boca Raton, FL","435 Plaza Real, Boca Raton, FL 33432",,Bing Maps,address
26.5159126,-80.0590736,"1507 S Federal Hwy, Boynton Beach, FL","1507 S Federal Hwy, Boynton Beach, FL 33435",,Bing Maps,address
26.5615749,-81.9543152,"4820 Candia St , Cape Coral, FL","4820 Candia St, Cape Coral, FL 33904",,Bing Maps,address
26.6242886,-81.9414673,"1529 SE 15th Terr, Cape Coral, FL","1529 SE 15th Terrace, Cape Coral, FL 33990",,Bing Maps,address
26.2838258,-80.1865489,"4443 Lyons Rd, Coconut Creek, FL","4443 Lyons Rd, Coconut Creek, FL 33073",,Bing Maps,address
26.3055557,-80.2788994,"5920 Coral Ridge Drive, Coral Springs, FL","5920 Coral Ridge Dr, Coral Springs, FL 33076",,Bing Maps,address
29.235635,-81.014144,"555 Seaqbreeze Boulevard, Daytona Beach, FL","555 Seabreeze Blvd, Daytona Beach, FL 32118",,Bing Maps,address
26.3075027,-80.09198,"718 S Federal Hwy, Deerfield Beach, FL","718 S Federal Hwy, Deerfield Beach, FL 33441",,Bing Maps,address
26.4616194,-80.0686638,"432 E Atlantic Ave, Delray Beach, FL","432 E Atlantic Ave, Delray Beach, FL 33483",,Bing Maps,address
26.4607334,-80.0715714,"32 SE 2nd Ave, Delray Beach, FL","32 SE 2nd Ave, Delray Beach, FL 33444",,Bing Maps,address
26.4622778,-80.0710429,"15 NE 2nd Ave, Delray Beach, FL","15 NE 2nd Ave, Delray Beach, FL 33444",,Bing Maps,address
26.4252148,-80.1459503,"16950 Jog Rd, Delray Beach, FL","16950 Jog Rd, Delray Beach, FL 33446",,Bing Maps,address
26.4613724,-80.0725708,"16 E Atlantic Ave, Delray Beach, FL","16 E Atlantic Ave, Delray Beach, FL 33444",,Bing Maps,address
,,"52 N Swinton Ave, Delray Beach, FL 33444, Delray Beach, FL",-,,Bing Maps,
30.0982189,-81.7134399,"1810 Town Center Blvd, Fleming Island, FL","1810 Town Center Blvd, Fleming Island, FL 32003",,Bing Maps,address
26.1415176,-80.120903,"1201 N Federal Hwy, Fort Lauderdale, FL","1201 N Federal Hwy, Fort Lauderdale, FL 33304",,Bing Maps,address
26.1211128,-80.1460876,"109 SW 2ND AVE , Fort Lauderdale, FL","109 SW 2nd Ave, Fort Lauderdale, FL 33301",,Bing Maps,address
26.1693802,-80.1008148,"3355 NE 33 st, Fort Lauderdale, FL","3355 NE 33rd St, Fort Lauderdale, FL 33308",,Bing Maps,address
26.105943,-80.105697,"3030 Holiday Drive, Fort Lauderdale , FL","3030 Holiday Dr, Fort Lauderdale, FL 33316",,Bing Maps,address
26.4869488,-81.7889455,"9908 Gulf Coast Main St, Fort Meyers, FL","9908 Gulf Coast Main St, Fort Myers, FL 33913",,Bing Maps,address
26.5489693,-81.9124603,"13251 McGregor Blvd, Fort Myers, FL","13251 McGregor Blvd, Fort Myers, FL 33919",,Bing Maps,address
26.6416283,-81.8694687,"2122 Second St, Fort Myers, FL","2122 2nd St, Fort Myers, FL 33901",,Bing Maps,address
29.6514612,-82.3266573,"60 SW 2nd St, Gainesville, FL","60 SW 2nd St, Gainesville, FL 32601",,Bing Maps,address
29.6502348,-82.3232576,"201 SE 2nd Ave , Gainesville, FL","201 SE 2nd Ave, Gainesville, FL 32601",,Bing Maps,address
29.650528,-82.3243866,"12 SE 2nd ave , Gainesville , FL","12 SE 2nd Ave, Gainesville, FL 32601",,Bing Maps,address
26.0115796,-80.1454179,"1909 Hollywood Blvd, Holltwood, FL","1909 Hollywood Blvd, Hollywood, FL 33020",,Bing Maps,address
30.296327,-81.704742,"3611 St. John's Ave , Jacksonville, FL","3611 St Johns Ave, Jacksonville, FL 32205",,Bing Maps,address
30.2969456,-81.7035715,"3572 St. Johns Ave, Jacksonville, FL","3572 St Johns Ave, Jacksonville, FL 32205",,Bing Maps,address
30.3119411,-81.6550369,"1406 Hendricks Ave, Jacksonville, FL","1406 Hendricks Ave, Jacksonville, FL 32207",,Bing Maps,address
30.3266725,-81.6560601,"123 E Forsyth st, Jacksonville, FL","123 E Forsyth St, Jacksonville, FL 32202",,Bing Maps,address
30.3001995,-81.709877,"3630 Park Street, Jacksonville, FL","3630 Park St, Jacksonville, FL 32205",,Bing Maps,address
30.2524544,-81.5282133,"4972 Big Island Drive, Jacksonville, FL","4972 Big Island Dr, Jacksonville, FL 32246",,Bing Maps,address
30.3127804,-81.6808167,"1534 Oak Street , Jacksonville, FL","1534 Oak St, Jacksonville, FL 32204",,Bing Maps,address
30.3039093,-81.6539399,"2000 1/2 San Marco Blvd., Jacksonville, FL","2000 San Marco Blvd, Jacksonville, FL 32207",,Bing Maps,address
30.3110847,-81.6610413,"1440 San Marco Blvd, Jacksonville, FL","1440 San Marco Blvd, Jacksonville, FL 32207",,Bing Maps,address
30.2538815,-81.5284653,"10208 Buckhead Branch Drive, Jacksonville, FL","10208 Buckhead Branch Dr, Jacksonville, FL 32246",,Bing Maps,address
30.304038,-81.654485,"1986 San Marco Boulevard, Jacksonville, FL","1986 San Marco Blvd, Jacksonville, FL 32207",,Bing Maps,address
30.3039093,-81.6539399,"2000 San Marco blvd , jacksonville , FL","2000 San Marco Blvd, Jacksonville, FL 32207",,Bing Maps,address
30.2875919,-81.4077301,"1500 Beach Blvd, Jacksonville Beach, FL","1500 Beach Blvd, Jacksonville Beach, FL 32250",,Bing Maps,address
30.2920094,-81.3898163,"333 1st St N, Jacksonville Beach, FL","333 1st St N, Jacksonville Beach, FL 32250",,Bing Maps,address
30.2920094,-81.3898163,"333 1st St. N, Jacksonville Beach, FL","333 1st St N, Jacksonville Beach, FL 32250",,Bing Maps,address
26.9359566,-80.082103,"318 S Us Highway 1, Jupiter, FL","318 HIGHWAY 1 S, Jupiter, FL 33477",,Bing Maps,address
,,"Gaylord Palms Resort & Convention Center, kissimmee, FL",-,,Bing Maps,
26.6148567,-80.0372162,"10 S Ocean Blvd, Lake Worth, FL","10 S Ocean Blvd, Lake Worth, FL 33460",,Bing Maps,address
26.5862341,-80.0518913,"308 N Dixie Hwy , Lantana, FL","308 N Dixie Hwy, Lantana, FL 33462",,Bing Maps,address
27.8802806,-82.8298518,"13836 Walsingham Rd, Largo, FL","13836 Walsingham Rd, Largo, FL 33774",,Bing Maps,address
25.9221554,-81.7256851,"599 South Collier Blvd., Marco Island, FL","599 S Collier Blvd, Marco, FL 34145",,Bing Maps,address
25.9221554,-81.7256851,"599 S Collier Blvd, Marco Island, FL","599 S Collier Blvd, Marco, FL 34145",,Bing Maps,address
25.7794585,-80.2641647,"782 N. W. 42 Av, Miami, FL","782 NW 42nd Ave, Miami, FL 33126",,Bing Maps,address
25.800998,-80.1990413,"2531 NW 2nd Ave, Miami, FL","2531 NW 2nd Ave, Miami, FL 33127",,Bing Maps,address
25.778852,-80.179964,"South America Way, Miami, FL","South America Way, Miami, FL 33132",,Bing Maps,street
25.778852,-80.179964,"South America Way, Miami, FL","South America Way, Miami, FL 33132",,Bing Maps,street
25.7639,-80.19062,"999 Brickell Ave., Miami, FL","999 Brickell Ave, Miami, FL 33131",,Bing Maps,address
25.7644066,-80.1940423,"52 SW 10 ST , Miami, FL","52 SW 10th St, Miami, FL 33130",,Bing Maps,address
25.842891,-80.183959,"7301 Biscayne Blvd., Miami, FL","7301 Biscayne Blvd, Miami, FL 33138",,Bing Maps,address
,,"Cibo Wine Bar - Coral Gables, Miami  , FL",-,,Bing Maps,
,,"Repour Bar & Lounge, Miami Beach, FL",-,,Bing Maps,
,,"Repour Bar & Lounge, Miami Beach, FL",-,,Bing Maps,
,,"Lure Fish Bar - Miami, miami beach, FL",-,,Bing Maps,
,,"Cibo Wine Bar, Miami Beach, FL",-,,Bing Maps,
25.7903677,-80.1394741,"1040 Lincoln Rd, Miami Beach, FL","1040 Lincoln Rd Mall, Miami Beach, FL 33139",,Bing Maps,address
25.7903717,-80.1391281,"1014 Lincoln Rd, Miami Beach, FL","1014 Lincoln Rd Mall, Miami Beach, FL 33139",,Bing Maps,address
25.7869164,-80.1308233,"218 Esplanoa Way , Miami Beach, FL","218 Espanola Way, Miami Beach, FL 33139",,Bing Maps,address
25.8159466,-80.1220474,"4385 Collins Avenue, Miami Beach, FL","4385 Collins Ave, Miami Beach, FL 33140",,Bing Maps,address
25.791046,-80.131118,"1650 James , Miami Beach, FL","1650 James Ave, Miami Beach, FL 33139",,Bing Maps,address
25.8003922,-80.1260376,"2445 Collins Avenue, Miami Beach, FL","2445 Collins Ave, Miami Beach, FL 33140",,Bing Maps,address
25.798837,-80.126693,"2377 Collins Ave, Miami Beach, FL","2377 Collins Ave, Miami Beach, FL 33139",,Bing Maps,address
25.7778277,-80.1335746,"758 washington av, miami beach, FL","758 Washington Ave, Miami Beach, FL 33139",,Bing Maps,address
25.7679977,-80.1334686,"200 S Pointe Drive, Miami Beach, FL","200 S Pointe Dr, Miami Beach, FL 33139",,Bing Maps,address
25.8045003,-80.1266411,"2727 Indian Creek Dr, Miami Beach, FL","2727 Indian Creek Dr, Miami Beach, FL 33140",,Bing Maps,address
25.7940403,-80.1294393,"1801 collins ave , Miami beach, FL","1801 Collins Ave, Miami Beach, FL 33139",,Bing Maps,address
25.7910461,-80.1311188,"1650 James Ave, Miami Beach, FL","1650 James Ave, Miami Beach, FL 33139",,Bing Maps,address
25.7937205,-80.1443705,"1811 Purdy Avenue, Miami Beach, FL","1811 Purdy Ave, Miami Beach, FL 33139",,Bing Maps,address
25.7886734,-80.141655,"1220 16 st, Miami Beach , FL","1220 16th St, Miami Beach, FL 33139",,Bing Maps,address
25.7921391,-80.1302567,"1690 Collins Ave, Miami Beach , FL","1690 Collins Ave, Miami Beach, FL 33139",,Bing Maps,address
26.1401844,-81.8023911,"300 5th Ave S, Naples, FL","300 5th Ave S, Naples, FL 34102",,Bing Maps,address
26.1324978,-81.8016891,"1177 3rd St , Naples, FL","1177 3rd St S, Naples, FL 34102",,Bing Maps,address
29.6560974,-82.4790878,"140 sw 128th street, Newberry, FL","140 SW 128th St, Newberry, FL 32669",,Bing Maps,address
26.1797638,-80.120018,"4215 N Federal Hwy, Oakland Park, FL","4215 N Federal Hwy, Oakland Park, FL 33308",,Bing Maps,address
28.5439993,-81.3791234,"114 N Orange Ave. , Orlando, FL","114 N Orange Ave, Orlando, FL 32801",,Bing Maps,address
28.543047,-81.3788376,"49 N. Orange Ave, Orlando, FL","49 N Orange Ave, Orlando, FL 32801",,Bing Maps,address
28.568968,-81.372672,"1905 N Orange Ave, Orlando, FL","1905 N Orange Ave, Orlando, FL 32804",,Bing Maps,address
28.559761,-81.3647385,"1036 N Mills, Orlando, FL","1036 N Mills Ave, Orlando, FL 32803",,Bing Maps,address
28.3610973,-81.5089874,"8701 World Center Drive, Orlando, FL","8701 World Center Dr, Orlando, FL 32821",,Bing Maps,address
26.8382927,-80.111618,"4610 PGA Blvd, Palm Beach Gardens, FL","4610 PGA Blvd, Palm Beach Gardens, FL 33418",,Bing Maps,address
26.8382927,-80.111618,"4610 PGA Boulevard , Palm Beach Gardens, FL","4610 PGA Blvd, Palm Beach Gardens, FL 33418",,Bing Maps,address
26.0043507,-80.3367462,"527 SW 145th Terrace, Pembroke Pines, FL","527 SW 145th Terrace, Pembroke Pines, FL 33027",,Bing Maps,address
26.2337235,-80.0923846,"101 N Riverside Drive, Pompano Beach, FL","101 N Riverside Dr, Pompano Beach, FL 33062",,Bing Maps,address
26.4275608,-82.1026077,"3345 W Gulf Dr, Sanibel, FL","3345 W Gulf Dr, Sanibel, FL 33957",,Bing Maps,address
,,"Bailey's General Store in Bailey's Center, Sanibel Island, FL",-,,Bing Maps,
27.3358746,-82.5398788,"1533 State Street, Sarasota, FL","1533 State St, Sarasota, FL 34236",,Bing Maps,address
29.8896103,-81.3186646,"110 Riberia Street, st augustine , FL","110 Riberia St, St Augustine, FL 32084",,Bing Maps,address
27.7711906,-82.6387634,"260 1Ave S, St Petersburg , FL","St Petersburg, FL",,Bing Maps,city/town
29.8973732,-81.3145065,"5 Cordova St, St. Augustine, FL","5 Cordova St, St Augustine, FL 32084",,Bing Maps,address
29.8973732,-81.3145065,"5 Cordova St, St. Augustine, FL","5 Cordova St, St Augustine, FL 32084",,Bing Maps,address
27.9309101,-82.4837189,"1207 S. Howard Avenue, Tampa, FL","1207 S Howard Ave, Tampa, FL 33606",,Bing Maps,address
27.9309101,-82.4837189,"1207 S. Howard Avenue, Tampa, FL","1207 S Howard Ave, Tampa, FL 33606",,Bing Maps,address
27.9600391,-82.436882,"1929 E 7th Ave, Tampa, FL","1929 E 7th Ave, Tampa, FL 33605",,Bing Maps,address
27.9935894,-82.4508438,"5119 N Nebraska Ave, Tampa, FL","5119 N Nebraska Ave, Tampa, FL 33603",,Bing Maps,address
27.9336995,-82.4827585,"2208 West Morrison avenue , Tampa , FL","2208 W Morrison Ave, Tampa, FL 33606",,Bing Maps,address
26.7136993,-80.0500488,"517 N Clematis St, West Palm Beach, FL","N Clematis St, West Palm Beach, FL 33401",,Bing Maps,street
26.7136993,-80.0500488,"517 N Clematis St, West Palm Beach, FL","N Clematis St, West Palm Beach, FL 33401",,Bing Maps,street
26.6703968,-80.0548325,"4700 S Dixie Hwy, West Palm Beach, FL","4700 S Dixie Hwy, West Palm Beach, FL 33405",,Bing Maps,address
26.1039454,-80.365982,"1370 Weston Rd, Weston, FL","1370 Weston Rd, Weston, FL 33326",,Bing Maps,address
28.5934143,-81.3561478,"565 W Fairbanks Ave, Winter Park, FL","565 W Fairbanks Ave, Winter Park, FL 32789",,Bing Maps,address
28.6081295,-81.2916412,"1234 N Orange Ave , Winter Park , FL","N Orange Ave, Winter Park, FL 32792",,Bing Maps,street
26.707426,-80.056602,"700 S Rosemary Ave, WPB, FL","700 S Rosemary Ave, West Palm Beach, FL 33401",,Bing Maps,address
33.9635582,-83.4005203,"1320 Prince Ave., Athens, GA","1320 Prince Ave, Athens, GA 30606",,Bing Maps,address
33.9382515,-83.4596024,"3685 Atlanta Hwy, Athens, GA","3685 Atlanta Hwy, Athens, GA 30606",,Bing Maps,address
33.9601593,-83.3832016,"297 Prince Ave, Athens, GA","297 Prince Ave, Athens, GA 30601",,Bing Maps,address
33.9611855,-83.3735275,"414 N. Thomas St, Athens, GA","414 N Thomas St, Athens, GA 30601",,Bing Maps,address
33.9636004,-83.4011697,"1354 Prince Ave. , Athens, GA","1354 Prince Ave, Athens, GA 30606",,Bing Maps,address
33.9578705,-83.3745494,"269 E Broad St, Athens, GA","269 E Broad St, Athens, GA 30601",,Bing Maps,address
33.9633293,-83.4013901,"1365 Prince Ave, Athens, GA","1365 Prince Ave, Athens, GA 30606",,Bing Maps,address
33.9580154,-83.3772202,"199 N Lumpkin St, Athens, GA","199 N Lumpkin St, Athens, GA 30601",,Bing Maps,address
33.9594007,-83.3795598,"232 W Hancock Ave, Athens, GA","232 W Hancock Ave, Athens, GA 30601",,Bing Maps,address
33.9589005,-83.3790665,"337 N Hull St, Athens, GA","337 N Hull St, Athens, GA 30601",,Bing Maps,address
33.9582367,-83.3789291,"269 N Hull St, Athens, GA","269 N Hull St, Athens, GA 30601",,Bing Maps,address
33.801316,-84.3276322,"1540 Avenue Place Suite B-230, Atlanta, GA","1540 Avenue Pl NE, Atlanta, GA 30329",,Bing Maps,address
33.7792358,-84.410202,"1009-B Marietta Street NW, Atlanta, GA","1009 Marietta St NW, Atlanta, GA 30318",,Bing Maps,address
33.7854881,-84.411972,"1100 Howell Mill Road, Atlanta, GA","1100 Howell Mill Rd NW, Atlanta, GA 30318",,Bing Maps,address
33.7868423,-84.4122543,"1198 Howell Mill Rd #18, Atlanta, GA","1198 Howell Mill Rd NW, Atlanta, GA 30318",,Bing Maps,address
33.780056,-84.410759,"914 Howell Mill Rd, Atlanta, GA","914 Howell Mill Rd NW, Atlanta, GA 30318",,Bing Maps,address
33.7475891,-84.3463364,"904 Memorial Dr., Atlanta, GA","Memorial Dr SE, Atlanta, GA 30316",,Bing Maps,street
33.740654,-84.3584213,"475 Bill Kennedy Way , Atlanta, GA","475 Bill Kennedy Way SE, Atlanta, GA 30316",,Bing Maps,address
33.854599,-84.358551,"3630 Peachtree Rd, Atlanta, GA","3630 Peachtree Rd NE, Atlanta, GA 30319",,Bing Maps,address
33.7689209,-84.3614426,"820 Ralph McGill Blvd, Atlanta, GA","820 Ralph McGill Blvd NE, Atlanta, GA 30306",,Bing Maps,address
33.7868033,-84.3832572,"1180 Peachtree St NE, Atlanta, GA","1180 Peachtree St NE, Atlanta, GA 30309",,Bing Maps,address
33.7868033,-84.3832572,"1180 Peachtree Street Suite B, Atlanta, GA","1180 Peachtree St NE, Atlanta, GA 30309",,Bing Maps,address
33.7630081,-84.3576355,"313 N. Highland Ave NE, Atlanta, GA","313 N Highland Ave NE, Atlanta, GA 30307",,Bing Maps,address
33.7628441,-84.3577881,"309 N. Highland Ave NE, Atlanta, GA","309 N Highland Ave NE, Atlanta, GA 30307",,Bing Maps,address
33.7772636,-84.3529358,"832 N.Highland Ave. , Atlanta, GA","832 N Highland Ave NE, Atlanta, GA 30306",,Bing Maps,address
33.7837683,-84.3877586,"1065 Peachtree ST NW, Atlanta, GA","1065 W Peachtree St NW, Atlanta, GA 30309",,Bing Maps,address
33.842502,-84.383193,"128 E. Andrews, Atlanta, GA","128 E Andrews Dr NW, Atlanta, GA 30305",,Bing Maps,address
33.8376274,-84.3803177,"3035 Peachtree Rd, Atlanta, GA","3035 Peachtree Rd NW, Atlanta, GA 30305",,Bing Maps,address
33.837627,-84.380317,"3035 PEACHTREE RD NE SUITE A208, ATLANTA, GA","3035 Peachtree Rd NE, Atlanta, GA 30305",,Bing Maps,address
33.7791791,-84.3826027,"905 Juniper Street Northeast, Atlanta, GA","905 Juniper St NE, Atlanta, GA 30309",,Bing Maps,address
33.7729557,-84.3802605,"674 Myrtle St, Atlanta, GA","674 Myrtle St NE, Atlanta, GA 30308",,Bing Maps,address
33.7407188,-84.3578644,"924 Garrett St. , Atlanta, GA","924 Garrett St SE, Atlanta, GA 30316",,Bing Maps,address
33.7767832,-84.3879698,"22 5th St NW, Atlanta, GA","22 5th St NW, Atlanta, GA 30308",,Bing Maps,address
33.8403091,-84.375885,"3167 Peachtree Rd NE, Atlanta, GA","3167 Peachtree Rd NE, Atlanta, GA 30305",,Bing Maps,address
33.8464508,-84.3651047,"3400 Around Lenox Rd NE, Atlanta, GA","3400 Around Lenox Rd NE, Atlanta, GA 30326",,Bing Maps,address
33.771335,-84.3863652,"30 North Ave NE, Atlanta, GA","30 North Ave NE, Atlanta, GA 30308",,Bing Maps,address
33.8473511,-84.3661194,"3377 Peachtree Rd NE, Atlanta, GA","3377 Peachtree Rd NE, Atlanta, GA 30326",,Bing Maps,address
33.759491,-84.3648103,"684 John Wesley Dobbs Ave NE, Atlanta, GA","684 John Wesley Dobbs Ave NE, Atlanta, GA 30312",,Bing Maps,address
33.771335,-84.3863652,"30 North Ave NE, Atlanta, GA","30 North Ave NE, Atlanta, GA 30308",,Bing Maps,address
33.7815803,-84.3839559,"999 Peachtree St NE, Atlanta, GA","999 Peachtree St NE, Atlanta, GA 30309",,Bing Maps,address
33.7738428,-84.362977,"736 Ponce de Leon Ave, Atlanta, GA","736 Ponce de Leon Ave NE, Atlanta, GA 30306",,Bing Maps,address
33.8461089,-84.3590181,"3300 Lenox Rd NE, Atlanta, GA","3300 Lenox Rd NE, Atlanta, GA 30326",,Bing Maps,address
33.761581,-84.384956,"265 Peachtree Center Ave NE, Atlanta, GA","265 Peachtree Center Ave NE, Atlanta, GA 30303",,Bing Maps,address
33.815872,-84.390388,"2277 Peachtree Rd NW, Atlanta, GA","2277 Peachtree Rd NW, Atlanta, GA 30309",,Bing Maps,address
33.815872,-84.390388,"2277 Peachtree Rd NW, Atlanta, GA","2277 Peachtree Rd NW, Atlanta, GA 30309",,Bing Maps,address
33.8222389,-84.3876877,"2357 Peachtree Road NW, Atlanta, GA","Peachtree Rd NW, Atlanta, GA 30305",,Bing Maps,street
33.8052559,-84.3931351,"1829 Peachtree Rd. NE, Atlanta, GA","1829 Peachtree Rd NE, Atlanta, GA 30309",,Bing Maps,address
33.7483101,-84.3911133,"1380 Atlantic Drive Suite 14180, Atlanta, GA","Atlanta, GA",,Bing Maps,city/town
33.7768478,-84.3530884,"1044 Greenwood ave ne, Atlanta, GA","1044 Greenwood Ave NE, Atlanta, GA 30306",,Bing Maps,address
33.7768478,-84.3530884,"1044 Greenwood Ave NE, Atlanta, GA","1044 Greenwood Ave NE, Atlanta, GA 30306",,Bing Maps,address
33.7768478,-84.3530884,"1044 Greenwood Ave NE, Atlanta, GA","1044 Greenwood Ave NE, Atlanta, GA 30306",,Bing Maps,address
33.776783,-84.2969437,"130 Clairemont Ave, Decatur, GA","130 Clairemont Ave, Decatur, GA 30030",,Bing Maps,address
33.7744852,-84.2957615,"121 Sycamore St., Decatur, GA","121 Sycamore St, Decatur, GA 30030",,Bing Maps,address
34.0193729,-84.192302,"5710 State Bridge Rd, Johns Creek, GA","5710 State Bridge Rd, Johns Creek, GA 30022",,Bing Maps,address
34.0193729,-84.192302,"5710 State Bridge Rd, Johns Creek, GA","5710 State Bridge Rd, Johns Creek, GA 30022",,Bing Maps,address
33.867115,-84.0905228,"1066 Killian Hill Rd. Suite 101, Lilburn, GA","1066 Killian Hill Rd SW, Lilburn, GA 30047",,Bing Maps,address
33.9791794,-84.4230499,"1255 Johnson Ferry Rd, Ste 42, Marietta, GA","1255 Johnson Ferry Rd NE, Marietta, GA 30068",,Bing Maps,address
34.0265388,-84.3619156,"1028 Canton St, Roswell, GA","1028 Canton St, Roswell, GA 30075",,Bing Maps,address
34.0284767,-84.3609009,"1095 Canton St, Roswell, GA","1095 Canton St, Roswell, GA 30075",,Bing Maps,address
32.0523224,-81.1033936,"1 W Victory Dr #B, Savannah, GA","1 W Victory Dr, Savannah, GA 31405",,Bing Maps,address
32.0787659,-81.0846481,"601 East Bay Street, Savannah, GA","601 E Bay St, Savannah, GA 31401",,Bing Maps,address
32.0746406,-81.0937504,"1 W Liberty Street, Savannah, GA","1 W Liberty St, Savannah, GA 31401",,Bing Maps,address
32.0641861,-81.0971375,"1110 Bull St, Savannah, GA","1110 Bull St, Savannah, GA 31401",,Bing Maps,address
32.0751495,-81.0940018,"12 W Liberty Street, Savannah, GA","12 W Liberty St, Savannah, GA 31401",,Bing Maps,address
21.5017891,-158.0075836,"Port of Honolulu, Honolulu, HI","Hoolulu Rd, Honolulu, HI 96786",,Bing Maps,street
21.2987043,-157.8612003,"661 Auahi St , Honolulu, HI","661 Auahi St, Honolulu, HI 96813",,Bing Maps,address
21.3114319,-157.863678,"83 N. King st., Honolulu, HI","83 N King St, Honolulu, HI 96817",,Bing Maps,address
21.2954254,-157.8309326,"1936 S. King St, Honolulu, HI","1936 S King St, Honolulu, HI 96826",,Bing Maps,address
41.5852585,-93.6339569,"1301 Locust St , Des Moines, IA","1301 Locust St, Des Moines, IA 50309",,Bing Maps,address
41.6581917,-91.5337524,"120 E Burlington St, Iowa City, IA","120 E Burlington St, Iowa City, IA 52240",,Bing Maps,address
43.6167184,-116.2023537,"246 N. 8th , Boise, ID","246 N 8th St, Boise, ID 83702",,Bing Maps,address
43.6165649,-116.2026447,"211 N 8th Street, Boise, ID","211 N 8th St, Boise, ID 83702",,Bing Maps,address
43.6172295,-116.2011795,"705 W Bannock, Boise, ID","705 W Bannock St, Boise, ID 83702",,Bing Maps,address
43.6164375,-116.2029961,"807 W. Idaho Street, Boise, ID","807 W Idaho St, Boise, ID 83702",,Bing Maps,address
43.6184502,-116.2106247,"1314 W Grove St., Boise, ID","1314 W Grove St, Boise, ID 83702",,Bing Maps,address
41.667118,-87.68003,"12435 S. Western Ave, Blue Island, IL","12435 Western Ave, Blue Island, IL 60406",,Bing Maps,address
,,"1920 W Irving Park Rd, Chicago, IL, Chicago, IL",-,,Bing Maps,
41.8813781,-87.6245344,"24 South Michigan, Chicago, IL","24 S Michigan Ave, Chicago, IL 60603",,Bing Maps,address
41.9120598,-87.6479263,"1633 N Halsted, Chicago, IL","1633 N Halsted St, Chicago, IL 60614",,Bing Maps,address
41.9026756,-87.6318207,"456 N Clark St, Chicago, IL","456 N Clark St, Chicago, IL 60610",,Bing Maps,address
41.9017754,-87.6276245,"18 E. Bellevue, Chicago, IL","18 E Bellevue Pl, Chicago, IL 60611",,Bing Maps,address
41.9254379,-87.700943,"2421 N. Milwaukee Ave., Chicago, IL","2421 N Milwaukee Ave, Chicago, IL 60647",,Bing Maps,address
41.9026756,-87.6318207,"450 N clark street, Chicago, IL","450 N Clark St, Chicago, IL 60610",,Bing Maps,address
41.8793638,-87.6325335,"151 West Adams Street, Chicago, IL","151 W Adams St, Chicago, IL 60603",,Bing Maps,address
41.9384537,-87.6448288,"3124 N Broadway, Chicago, IL","3124 N Broadway St, Chicago, IL 60657",,Bing Maps,address
41.8911421,-87.6588305,"501 N. Ogden, Chicago, IL","501 N Ogden Ave, Chicago, IL 60642",,Bing Maps,address
41.8879422,-87.6324248,"315 N. LaSalle Street, Chicago, IL","315 N LaSalle St, Chicago, IL 60654",,Bing Maps,address
